text,rating,cleaned_review
"I stepped into breakfast omelette counter but there's no whole eggs left. How hard is that to drive 2 min to buy from sprouts? 
I set down my Lipton hot tea and a cup holding my cooked spinach and chopped mushrooms on top of precooked chopped onion. When I returned from fruit section, I couldn't locate my two cups, so I dug into trash cans to locate cooked spinach without hot tea.
Of course, it's no big deal, I enjoyed conversations with Love..from Lo....na even I taught them what Dept of Health taught me while I bought lunch for him.  Splinkle",1,step breakfast omelett counter whole egg left hard drive min buy sprout set lipton hot tea cup hold cook spinach chop mushroom top precook chop onion return fruit section could locat two cup dug trash locat cook spinach without hot tea cours big deal enjoy convers love lo na even taught dept health taught bought lunch splinkl
"Atmosphere is cool, staff was friendly and attentive.  I ordered the Rueben, which was a mistake.  Although tasty, it was almost all fat and grizzle. I really struggled to finish it, but was so hungry after a long day of travel that I just pretended to be a lion on the serengeti and took it down.  Would not eat there again, but a good place for drinks.",2,atmospher cool staff wa friendli attent order rueben wa mistak although tasti wa almost fat grizzl realli struggl finish wa hungri long day travel pretend lion serengeti took would eat good place drink
"Picked this based on the two reviews. Its been 45 minutes since we saw our server. No appetizers yet. There are two servers and six tables. We have watched two orders go back to the chef, worried about our food. Food came, recommend burgers or sandwiches.",1,pick thi base two review minut sinc saw server appet yet two server six tabl watch two order go back chef worri food food came recommend burger sandwich
"Tried breakfast, lunch, and dinner here, and the food was terrible.  The only nice features are the friendly dinner staff and the nice golf course view during the day.  Since those two features can be easily obtained elsewhere, I would not recommend this place.

Breakfast- the eggs and sausages were fine, but the oatmeal was overcooked, and service was completely lacking despite the fact that the restaurant was not even half full.  

Steak salad- ordered the steak medium rare.  It came overly smoked, completely overcooked, and tasted like beef jerky.  The spinach was also not fresh.

Vegetable soup- tasted fine, but nothing special. 

Chicken Caesar- the dressing was fine, but the lettuce was somewhat blackened.  The chicken was also blackened and overcooked.  

Tater Tots- tasted fine, although a bit dry.  

Overall, this is at best a two star restaurant.",1,tri breakfast lunch dinner food wa terribl onli nice featur friendli dinner staff nice golf cours view dure day sinc two featur easili obtain elsewher would recommend thi place egg sausag fine oatmeal wa overcook servic wa complet lack despit fact restaur wa even half full steak order steak medium rare came overli smoke complet overcook tast like beef jerki spinach wa also fresh veget tast fine noth special chicken dress wa fine lettuc wa somewhat blacken chicken wa also blacken overcook tater tast fine although bit dri overal thi best two star restaur
"The dirty table should have been a red flag. Went to the ""All You Can Eat"" fish fry...one serving was all I could eat. Never was given my tarter sauce or slaw...even AFTER I requested it. My granddaughter ordered the childrens spaghetti...she got bowtie pasta topped with salsa. Gulp...sorry...I threw up a little. The lettuce wraps had some surprises beneath the chunks of red onion...DRIED CHERRIES WEREN'T EVEN ON THE MENU! Really a sad deal...and no MANAGER to complain to...even the waiter was embarassed. I should have know when I watched him scarf a burger from Wendy's on his break. They only charged me for the fish...still waiting for the Sprite my grandchild ordered...hope they deliver! For a great Fish Friday...hit the TEXAZ grill on Bethany and 16th street.",1,dirti tabl red flag went eat fish fri one serv wa could eat never wa given tarter sauc slaw even request granddaught order child spaghetti got bowti pasta top salsa gulp sorri threw littl lettuc wrap surpris beneath chunk red onion dri cherri even menu realli sad deal manag complain even waiter wa embarass know watch scarf burger wendi hi break onli charg fish still wait sprite grandchild order hope deliv great fish friday hit texaz grill bethani street
"The red room and accompanying lounge are very nice spaces, with a darker modern decor, it's a great place to hang out and have a drink, but you should go somewhere else for food. The menu reads nicely but the execution is a bit clumsy, and the service takes years. 

so grab a couch a libation, and hang out, just dont open that menu",2,red room accompani loung veri nice space darker modern decor great place hang drink go somewher el food menu read nice execut bit clumsi servic take year grab couch libat hang dont open menu
"Ducked into this place while waiting for a table at Abay around the corner.  

$25 for a glass of House Red  and a Kettle One tonic.  Where are we - NYC - LA?? ? 

Not to mention  - the waitstaff practically made me beg for it!   Waited for close to 10 min then had to stalk /chase one of the 2 bartenders to the other side of the bar.    The kicker is..... the bar had like 10 empty tables and the bar seating was 1/2 full!!!! 

Hahahahahahahahaha


1st  - time you get me - shame on you.... 
2nd-  time.... shame on me... 

Won't be a second time....  and that's unfortunate cause it looks like it has potential.  ()based off of other reviews here - maybe I overstated its potential!!)

Not to mention  - in a shady (not shadyside - and can't even justify those prices there), if not the shadiest part of town.",1,duck thi place wait tabl abay around corner glass hous red kettl one tonic nyc mention waitstaff practic made beg wait close min stalk one bartend side bar kicker bar like empti tabl bar seat wa full hahahahahahahahaha time get shame time shame wo second time unfortun caus look like ha potenti base review mayb overst potenti mention shadi shadysid ca even justifi price shadiest part town
"came here for a triple birthday and the only thing i liked about this place was that a lot of my friends were there. i know it's supposed to be more up-scale but shit, this place is still in east lib territory where i can get cheaper drinks at kelly's bar and shadow (including a cover). i waited for 10 mins to order a drink even though there was barely anyone at the bar and 3 bartenders. i can get quicker service at phi bar at its fullest capacity with one bartender.",2,came tripl birthday onli thing like thi place wa lot friend know suppos shit thi place still east lib territori get cheaper drink kelli bar shadow includ cover wait min order drink even though wa bare anyon bar bartend get quicker servic phi bar fullest capac one bartend
"Hard to figure this place out.  It has a surprisingly hip decor for Pittsburgh, which seems trapped either in some smoky dive bar nightmare or early 80s design.  Despite the design and relatively attentive service I do have complaints.  There are flat screen tvs everywhere!  Can i find a nice bar in this stupid town w/o 10 tvs playing sports? Also, to ruin the night they had one guy poorly playing covers on an electric guitar, what was the point of that?

The drinks were good but the food there is terrible and overpriced.  I'd go there for drinks if there was no musician and they turned the damn televisions off!

It has potential, just needs some tweeking. 2.5 stars",2,hard figur thi place ha surprisingli hip decor pittsburgh seem trap either smoki dive bar nightmar earli design despit design rel attent servic complaint flat screen tv everywher find nice bar thi stupid town tv play sport also ruin night one guy poorli play cover electr guitar wa point drink good food terribl overpr go drink wa musician turn damn televis ha potenti need tweek star
"This business has closed, and judging by the ""sheriff's sale"" postings, it will not be reopening... 

Gone is the pleasure of the proprietors and waitstaff x-raying your wallet and checking how expensive your shoes look as you enter, that is, if they pay you any attention at all. No more sitting drinkless as the only customers during ""happy"" hour, while the owner shmoozes a liquor vendor (a woman who repeatedly used the word ""zing-fen-dale,"" no joke) in the comfy lounge seats next to you. 

Someone needs to get the message: upscale (real or imagined) is not the only way to succeed on the developing East Liberty/Shadyside edge, no matter how desperately the Red Rooms and Richard Chens of the world may think so. Also, Pittsburgh can support only so many ersatz upscale restaurants, thank god. 

Good riddance, Red Room...",2,thi busi ha close judg sheriff sale post reopen gone pleasur proprietor waitstaff wallet check expens shoe look enter pay ani attent sit drinkless onli custom dure happi hour owner shmooz liquor vendor woman repeatedli use word joke comfi loung seat next someon need get messag upscal real imagin onli way succeed develop east edg matter desper red room richard chen world may think also pittsburgh support onli mani ersatz upscal restaur thank god good riddanc red room
"I really wanted to like this place.  I really did.  But the high prices, snooty wait staff and completely wrong-headed ""creativity"" of the chef (wrong-headed combinations of flavors) just turned me off.",1,realli want like thi place realli high price snooti wait staff complet creativ chef combin flavor turn
"iI just visited the LJS restaurant in New Kensington on Nov. 8, 2012 after not having visited it in awhile and was hungry for the fish & hush puppies.  I could not get over
how dirty the floor in the dining area was with paper and bits of garbage under almost all the tables.  It looks like it has't been swept in awhile.  There was a broom and dust pan leaning up against the pop machine & I was tempted to use it myself to sweep up.  I think it will sure be a long while before I visit that location again.",1,ii visit lj restaur new kensington visit awhil wa hungri fish hush puppi could get dirti floor dine area wa paper bit garbag almost tabl look like swept awhil wa broom dust pan lean pop machin wa tempt use sweep think sure long befor visit locat
"Dirty, mismanaged. People behind counter can't seem to keep the simplest order straight.",1,dirti mismanag peopl behind counter ca seem keep simplest order straight
"Absolutely terrible. Less than mediocre. I ordered in advance and they hadn't made it when I got there. The people who work there are also rude. Even though they made it ""fresh,"" my shawarma was cold and gross. The falafel were like rocks. Do not eat here. I think Amir's is much better.",1,absolut terribl mediocr order advanc made got peopl work also rude even though made fresh shawarma wa cold gross falafel like rock eat think amir much better
"un drole de gout chimique
assiette trop couteuse
peu de légumes 
pire resto libanais que j'ai gouté",1,drole gout chimiqu assiett trop couteus peu légume pire resto libanai gouté
"So, its Friday night and we decide to drive 40 miles to try Lone Star.  I asked my daughter to call and see if she can get us a reservation since I hate to wait.  She made the call and was told that we didnt need a reservation and ""they would take care of us when we got there"".  Okay?   When we walked in to the Lone Star there was 3 or 4 couples waiting to be seated and I was told it would be 15 minutes.  I asked if they accepted reservations and was told ""only for 6 or more people"".  How nice.  

We were seated about 15 minutes later and promptly waited on.  The server had no expression, no personality, no nothing....  Like a robot.  

Our food was average and best and very salty.  It was nothing special and the bill was about $75.00 for two adults and two teenage girls.   

We will not be returning....",2,friday night decid drive mile tri lone star ask daughter call see get u reserv sinc hate wait made call wa told didnt need reserv would take care u got okay walk lone star wa coupl wait seat wa told would minut ask accept reserv wa told onli peopl nice seat minut later promptli wait server express person noth like robot food wa averag best veri salti wa noth special bill wa two adult two teenag girl return
"Boy is the name a temptation.Seriously :)  I'll try to be fair though but I'm writing at a time were this restaurant was truly life changing. So much so that I'm buying a dining room table, additional gear for the kitchen and not frequenting any chain while I'm in my hometown based on the strength of this experience. Even in a good mood this place wouldn't be breaking a 2.5 . I'm not in a good mood.  

Texas cheese fries. Pretty tasteless,mess of uncrisp steak fries that are meant to be Monterrey jack , cheddar and bacon. Either the cheese mixed itself together really well or that's not what I had. Bacon , mm that is a very generous term for the toe nail clippings of meat that ended up atop it. Saving grace was only ordering 1/2 an order.

Kid's meal.  Holy crap dried and scraggly carrots accompanied the most basic hot dog imaginable on the most generic bun. No refill offered this time on drink, no straw either.   By far the most cynical  kid's meal I've met. Sure make a profit but don't take the piss!  Fresh carrots are not hard to do , with white film on them.. sorry you've just earned a  1 star. Should have walked out, didn't. :( 

Entrees.

Cajun steak . Claims to be marinated in spices that I couldn't find. They may indeed have shown them a picture of the process in the recipe but I couldn't find it. Meant to be medium rare but was medium on one side , rare on the other, close though:) 

Sirloin steak. Cooked as requested , a bit over seasoned. 

Sides: Twice baked potato.  If you ever want to open up a salt mine these guy will do it for you. You want an idea of what it's texture was?  Twice chewed would be a better name. Warm vomit with bacon bits would be  a slightly more colorful, and chunky, term.

Fried onions:   came with whatever was stuck to the grill they came from.The mushrooms were the only thing that were as tasteful as expected. They looked very consistent though,  canned?   Never mind they were edible: 

Steak soup,really more a stew,but tasted pretty good.  Overall service was ok'ish but walking the kid to the toilet twice the staff just seemed  to want to get to where they wanted to go and not care for the toddler walking up the aisle to the restroom in front of me.  ( that's for this occasion only , past two times it's been great fun for the kid,)

1.5 rounded to 1 for the carrots.",1,boy name tri fair though write time thi restaur wa truli life chang much buy dine room tabl addit gear kitchen frequent ani chain hometown base strength thi experi even good mood thi place would break good mood texa chees fri pretti tasteless mess uncrisp steak fri meant monterrey jack cheddar bacon either chees mix togeth realli well bacon mm veri gener term toe nail clip meat end atop save grace wa onli order order kid meal holi crap dri scraggli carrot accompani basic hot dog imagin gener bun refil offer thi time drink straw either far cynic kid meal met sure make profit take piss fresh carrot hard white film sorri earn star walk entre cajun steak claim marin spice could find may inde shown pictur process recip could find meant medium rare wa medium one side rare close though sirloin steak cook request bit season side twice bake potato ever want open salt mine guy want idea textur wa twice chew would better name warm vomit bacon bit would slightli color chunki term fri onion came whatev wa stuck grill came mushroom onli thing tast expect look veri consist though never mind edibl steak soup realli stew tast pretti good overal servic wa walk kid toilet twice staff seem want get want go care toddler walk aisl restroom front thi occas onli past two time great fun kid round carrot
"Grade: D

Nice place. Nasty, overpriced food. Dopey but hot servers.",2,grade nice place nasti overpr food dopey hot server
"it was restaurant week. we read over the menu & loved it. i called & left a message for a reservation. No one returned my call by the next afternoon, so i called again. i spoke with a man that said he was so sorry, but they had had a gas leak & ended up closed for a few days. we made reservations for tues., the 23rd at 6pm. he had my name  & #.
we live in the s. hills, they're in etna. tom left work early so he could come home & shower. we left & fought through rush hour traffic in 2 directions. we pulled up across the street from it, trying to find it. finally, we saw it, dark! dark, dark, dark!!! my hubby went to the door. there was a note saying, sorry, we're closed still from a gas leak & frozen pipes! WHAT??? we just drove all the way over here, for nothing?! they didn't even have the decency to call us! 
NOT a good thing at all! i didn't want to give them any stars, but i had to, so they just get 1.",1,wa restaur week read menu love call left messag reserv one return call next afternoon call spoke man said wa sorri ga leak end close day made reserv name live hill etna tom left work earli could come home shower left fought rush hour traffic direct pull across street tri find final saw dark dark dark dark hubbi went door wa note say sorri close still ga leak frozen pipe drove way noth even decenc call u good thing want give ani star get
This place has really gone downhill. It used to be great. The last couple times I've been the food was not great. The fried foods were over cooked and burnt on the outside but the inside was soggy. Service was good. I would pass next time you think about going here.,2,thi place ha realli gone downhil use great last coupl time food wa great fri food cook burnt outsid insid wa soggi servic wa good would next time think go
This place has pretty awesome food but the filth of the restaurant and the trash of the staff completely make the experience awkward and sour.  Oh and it's a little pricey for being a diner/cafe.,2,thi place ha pretti awesom food filth restaur trash staff complet make experi awkward sour oh littl pricey
"Went on a week night for an early dinner - there were not that many tables occupied.  First off, as soon as we walked through the door we were hit with a bad odor (it smelled like a sewage/ventilation problem?).  Having been there several times before, I knew not to expect ambiance and that is one thing, but it could really stand a good cleaning (everything just looked like it would be sticky to touch, the table had something that looked like a dead bug stuck to it, walls were splattered with who knows what, and the menus were FILTHY -  I could go on....).  

We started with a cup of french onion soup with a side of french bread (both delicious).  For the main dish we split the chicken crepe and chicken salad sandwich.  The sandwich was very good.  The crepe was really very, very rich.  Did not like that the crepe was folded and not stuffed, and there was too much sauce for our taste.  I have had this before but probably would not order it again.  Ordered a plain crepe with sugar.  This took FOREVER to come out.  In the meantime the waitress was nowhere to be found - she did not offer a refill on my coffee, nor did she clear the dishes.  There were only a handful of tables occupies, and I counted at least 3 females and 1 or 2 male staff, so as far as I was concerned there was no excuse.  When the dessert finally came, dirty dishes still on table, I asked for a coffee refill but never did get it.  And there was no apology for the wait.  The dessert crepe itself was so-so - soggy on the bottom from moisture.  My family said that they much prefer the crepes I make at home.

Overall, a disappointment, as I would sooo love a decent crepe place nearby.",2,went week night earli dinner mani tabl occupi first soon walk door hit bad odor smell like problem sever time befor knew expect ambianc one thing could realli stand good clean everyth look like would sticki touch tabl someth look like dead bug stuck wall splatter know menu filthi could go start cup french onion soup side french bread delici main dish split chicken crepe chicken salad sandwich sandwich wa veri good crepe wa realli veri veri rich like crepe wa fold stuf wa much sauc tast thi befor probabl would order order plain crepe sugar thi took forev come meantim waitress wa nowher found offer refil coffe clear dish onli hand tabl occupi count least femal male staff far wa concern wa excus dessert final came dirti dish still tabl ask coffe refil never get wa apolog wait dessert crepe wa soggi bottom moistur famili said much prefer crepe make home overal disappoint would sooo love decent crepe place nearbi
"Lazy bunch, always closing way before advertized. Ils sont paresseux et ferme toujours avant l'heure de fermeture.",1,lazi bunch alway close way befor advert paresseux ferm toujour avant fermetur
Je sers mieux mon chien quand je lui donne sa gamelle. Frites posées sur le plateau 5 minutes avant le Burger. Burger d'ailleurs dégueulasse . Rien à rajouter,1,ser mieux chien quand donn gamel frite posé plateau minut avant burger burger dégueulass rien rajout
"We went to the Sherway mall today as a family . We decided to try shaorma and it was our fist and last time to eat at that place . Service was horrible they were inpatient and rude. When it came time to the drinks they didn't have any fountain drinks that they advertised , but noted by $2 each we could get the drinks we wanted in the bottle .",1,went sherway mall today famili decid tri shaorma wa fist last time eat place servic wa horribl inpati rude came time drink ani fountain drink advertis note could get drink want bottl
"I was real disappointed eating here. I was walking buy and one employee ask me to try a sample. I say ok. I try it. Sample was good. I Decided to order. The Lettuce was brown. He was so cheap on the chicken. At the end of it I sat down and it was real dry. I went back up and said can I get some garlic sauce. He says it will cost 0.75 cents. Lol. I just spent $9.65 with a drink. I was like are u kidding. Now i understand that they might get this request a couple of times a day. But I am a customer. what's the big deal I am the guy walking buy that was nice enough to show u some respect stop, try, and order. Just give a a drop of extra garlic for my dry cold chicken plate. Come on. Honest review the Food was ok. It looked old for sure. The veg's were brown. Service was zero. I will not be eating here again I promise u that. .75 cents. We are already getting screwed with the gas prices. Now garlic is that expensive.",1,wa real disappoint eat wa walk buy one employe ask tri sampl say tri sampl wa good decid order lettuc wa brown wa cheap chicken end sat wa real dri went back said get garlic sauc say cost cent lol spent drink wa like u kid understand might get thi request coupl time day custom big deal guy walk buy wa nice enough show u respect stop tri order give drop extra garlic dri cold chicken plate come honest review food wa look old sure veg brown servic wa zero eat promis u cent alreadi get screw ga price garlic expens
"This place was fun and tries very hard to please....but there are a few drawbacks and it falls short of many Montreal restaurants which easily get three stars. Most of the portions were way too small more suitable for people on diets. I ordered a salmon and shrimp main dish as part of the Tabledote, it was tasty and nicely presented on cool plate of black slate. Maybe there was one shrimp sliced in half and two or three bites of salmon on the skewer and that was it. Another skewer would have  satisfied. The beet and goat cheese salad was very light on the cheese about a teaspoon. My friends plates looked skimpy too with the exception of the steak frites. A glass of wine was included with the dinner but it had a few fruit flies floating in it. The server politely replaced it, but, the damage was already done.  In an attempt to be loungy and ""tres cool"" some housy/techno music was blasting everywhere making table conversation difficult. On the plus side it was a fun atmosphere and the presentation of the food was done creatively. It shouldn't take too much to bring this place to a much higher standard. So I wont return until it gets there.",2,thi place wa fun tri veri hard plea drawback fall short mani montreal restaur easili get three star portion way small suitabl peopl diet order salmon shrimp main dish part tabledot wa tasti nice present cool plate black slate mayb wa one shrimp slice half two three bite salmon skewer wa anoth skewer would satisfi beet goat chees salad wa veri light chees teaspoon friend plate look skimpi except steak frite glass wine wa includ dinner fruit fli float server polit replac damag wa alreadi done attempt loungi tre cool music wa blast everywher make tabl convers difficult plu side wa fun atmospher present food wa done creativ take much bring thi place much higher standard wont return get
"Food was so greasy and oily... Please check before you eat here, worst Buffet I ever had, you are going to puke for sure After you eat here...that's what it happened to me",1,food wa greasi oili plea check befor eat worst buffet ever go puke sure eat happen
This place is a rundown shack. The buffet had no food. 3 pieces of fries. 2 broccolis. It was pretty much empty. We left because it was a joke. Just awful ..,1,thi place rundown shack buffet food piec fri broccoli wa pretti much empti left becaus wa joke aw
Don't even....NO!  Words cannot really describe the lunch buffet.  The parking lot is empty for reason...enough said!,1,even word realli describ lunch buffet park lot empti reason enough said
"This place needs some cleaning!!!!!! We tried it because of the great reviews , the buffet was gross, the hibachi chicken was not bad, but just eating it in that dirty place wasn't pleasant.",2,thi place need clean tri becaus great review buffet wa gross hibachi chicken wa bad eat dirti place wa pleasant
"The lunch buffet was greasy and unappetizing. At least it was cheap!
The dining room and restaurant are run down and shabby.
Maybe it's better for dinner?",2,lunch buffet wa greasi unappet least wa cheap dine room restaur run shabbi mayb better dinner
"Yuck. If you a construction worker who doesn't mind smelling like rancid grease, this is just the place for you.  Walked out. Did I say yuck? Yuck!",1,yuck construct worker doe mind smell like rancid greas thi place walk say yuck yuck
We ran into the food court at the Eaton Center while we were out shopping today.    Grabbed something that didn't look like junk food at Teriyaki -  it was pretty disappointing.   They didn't even try to give me anything but a plate of undercooked and overly salted noodles with some sad chicken on top.    Nice guys working there but I couldn't finish it.,2,ran food court eaton center shop today grab someth look like junk food teriyaki wa pretti disappoint even tri give anyth plate undercook overli salt noodl sad chicken top nice guy work could finish
"We took fry calamari, overcooked and chewy!! I had the most expensive menu : Charlevoix veal chop, demi-glace morel and chanterelle sauce, 'Pleine Lune' cheese. Pesto linguine and caponata vegetables

witch come with salad that I NEVER had!!!!

there were no morel! I ordered blue chop and came medium, they replace it but it came with cold garnish...

Hé... skip it there is better out there!!!!",1,took fri calamari overcook chewi expens menu charlevoix veal chop morel chanterel sauc lune chees pesto linguin caponata veget witch come salad never morel order blue chop came medium replac came cold garnish hé skip better
"Bad service and did not like the food.
Our waitress try to accommodate with us after we expressed our feelings but kitchen was already closed. Possibly the worst breakfast place i've ever been to. Will not be coming back !",1,bad servic like food waitress tri accommod u express feel kitchen wa alreadi close possibl worst breakfast place ever come back
"Très ordinaire, une vrai cantine. Les serveuses sont ma tente un peu. Dernier recours je vais aller manger la.",2,trè ordinair vrai cantin serveus tent peu dernier recour vai aller manger
I wasn't too impressed with the food. It was okay but I've definitely had better Korean. I had the bento box and only liked a few items.,2,wa impress food wa okay definit better korean bento box onli like item
Terrible service I am Egyptian I expected more arabic food then nachos! No grape leaves filled with rice the guy look at us as if we were aliens when we asked! The seating is ridiculous a table of 6 they palace u there if you are 4 they place 2 others with 10 seats not used right at your table what?? Food was ok too pricey for what they offer plus if you order alcohol you have to order food for 2 people Shisha included plus 1 plate of food 1 drink 1 coffee you pay close to 55$ plus ripe and tax!!! Ramses has changed so much over the years plus hearing drake and Kanye music all night not very fitting...:(,2,terribl servic egyptian expect arab food nacho grape leav fill rice guy look u alien ask seat ridicul tabl palac u place seat use right tabl food wa ok pricey offer plu order alcohol order food peopl shisha includ plu plate food drink coffe pay close plu ripe tax ram ha chang much year plu hear drake kany music night veri fit
"This place has a lot of potential, but poor customer service takes away from the ambience and the quality of venue. Don't be expected to be greeted at the door, if you're lucky you may chase down a server to seat you-but the wait is not worth it. Better drive the extra 30 mins downtown and hit up exemplifying sheesha cafes like Gitana.",2,thi place ha lot potenti poor custom servic take away ambienc qualiti venu expect greet door lucki may chase server seat wait worth better drive extra min downtown hit exemplifi sheesha cafe like gitana
"The shisha is really good, but the decor is really bad with no theme.... Everyone has to order a drink in order to smoke. And if you want to drink alcohol you have to order food. Your friend cannot order to eat and you drink the alcohol, if you drink you have to eat. They only accept cash, there is a machine to take out money who doesn't work well and takes time. The service really sucks!!!!",2,shisha realli good decor realli bad theme everyon ha order drink order smoke want drink alcohol order food friend order eat drink alcohol drink eat onli accept cash machin take money doe work well take time servic realli suck
"Worst customer service ever !! I was looking forward to have shisha for a while already and so while I arrived in the early evening I wanted to be seated somewhere comfortable, the lady with blond hair seated me, along with my boyfriend in the most narrow and uncomfortable spot next to a wall and squished between a table next to us. Meanwhile the spacious and entire other side where ones could be seated also, was totally vacant ! And she, along with the other staff members basically were mocking us while I was asking them politely if I could possibly be seated there. After 5 prolonged minutes of speaking to them while remaining kind, they still refused to seat us elsewhere. The way they responded was totally disrespectful and making a client feel unworthy and they have most importantly lost a customer ! I'm going to let everyone know how they treat their clientele with a selfish demeanour.",1,worst custom servic ever wa look forward shisha alreadi arriv earli even want seat somewher comfort ladi blond hair seat along boyfriend narrow uncomfort spot next wall squish tabl next u meanwhil spaciou entir side one could seat also wa total vacant along staff member basic mock u wa ask polit could possibl seat prolong minut speak remain kind still refus seat u elsewher way respond wa total disrespect make client feel unworthi importantli lost custom go let everyon know treat clientel selfish demeanour
"Food was bellow par (in that price range), was disappointed with my plate and waiter said ""I know we should take it off the menu"", why not tell me in advance? Place is tight, they try to fit way too many tables in their limited space. Took an hour an a half before we got our main. There's way better places out there, don't bother.",1,food wa bellow price rang wa disappoint plate waiter said know take menu whi tell advanc place tight tri fit way mani tabl limit space took hour half befor got main way better place bother
Wow I had such a terrible experience here. I took my 80 year old parents here because my mom wanted to treat us out for dinner.  The young waiter was extremely rude and impatient with us. We took a bit of time to order and asked him questions about what he recommended and he acted very annoyed. There were only 2 other tables taken in the restaurant at the time. Our food was nothing special and below our expectations given the previous reviews. I would not recommend this restaurant and will not return.,1,wow terribl experi took year old parent becaus mom want treat u dinner young waiter wa extrem rude impati u took bit time order ask question recommend act veri annoy onli tabl taken restaur time food wa noth special expect given previou review would recommend thi restaur return
"I am unhappy with my recent order at Master Italian Pizzeria. located at 19616 w. 130th street in Strongsville,OHio
I had a huge gathering at my home sunday  and ordered 6 pizzas. The coupon states up to 85.00 off buy 5 and get 5 free.
Well my husband got there and presented the coupon , he  was told "" oh no i can't do that, I would be out of business"". 
He took the coupon and gave him 10.00 off
If i had known this would be the situation, I certainly would not have ordered the pizzas. Very , very unhappy that the coupon states up to 5 pizzas off and he received 10.00 off.
Not very good customer service",2,unhappi recent order master italian pizzeria locat street strongsvil ohio huge gather home sunday order pizza coupon state buy get free well husband got present coupon wa told oh ca would busi took coupon gave known thi would situat certainli would order pizza veri veri unhappi coupon state pizza receiv veri good custom servic
"I remember when this chain was pretty new, and the location in Albuquerque served up giant bowls of hot delicious noodles with perfect sauce. The mac & cheese... to die for. It was like the Chipotle of noodle places... fast, easy, fresh (-tasting, at least) and delicious, enough food to last you for a couple future meals. 

But that was like, 5 years ago. And when I recently went to this location I was sooo disappointed. The portions have shrunk drastically. My alfredo sauce was chunky, the butter separated into a cold greasy puddle halfway through the meal. The noodles were a little too firm. And it was too expensive for such a lackluster bowl o pasta.

My boyfriend said the marinara sauce on his bowl was really good, and he's a marinara fiend... so that's the only reason it gets an extra star.",2,rememb thi chain wa pretti new locat albuquerqu serv giant bowl hot delici noodl perfect sauc mac chees die wa like chipotl noodl place fast easi fresh least delici enough food last coupl futur meal wa like year ago recent went thi locat wa sooo disappoint portion shrunk drastic alfredo sauc wa chunki butter separ cold greasi puddl halfway meal noodl littl firm wa expens lacklust bowl pasta boyfriend said marinara sauc hi bowl wa realli good marinara fiend onli reason get extra star
"I was not impressed with this place much.  It is nice that they offer tofu as an alternative to meat for add-on's in your noodles.  However, vegetarians beware: they cook on the same surfaces, and the tofu took 10 minutes longer to arrive than my other friends' chicken dishes.  The specials have decent prices, when you do a combo.  Otherwise, I think this place is over-priced and avoidable.",1,wa impress thi place much nice offer tofu altern meat noodl howev vegetarian bewar cook surfac tofu took minut longer arriv friend chicken dish special decent price combo otherwis think thi place avoid
"Like the restaurant says, it's a primarily based noodle shop covering asian, american, and italian.  I didn't expect too much since it looks like a typical fast food restaurant that you see at a shopping mall.  Well, needless to say it really wasn't much. 

I ordered a Pad Thai when I first went there.  And it was tasteless.  Gave it a second try and ordered one of their recommended dishes.  It was better tasting than the Pad Thai, but not by much.  I pretty much bought a $11 dollar stomach ache. 

I'd rather heat up some cheap ramen in a microwave.",2,like restaur say primarili base noodl shop cover asian american italian expect much sinc look like typic fast food restaur see shop mall well needle say realli wa much order pad thai first went wa tasteless gave second tri order one recommend dish wa better tast pad thai much pretti much bought dollar stomach ach rather heat cheap ramen microwav
"Okay, so for the most part the food seems edible, however I wouldn't recommend getting the Asian dishes. You don't go to Mexican food place and get a burger, don't go here and get Pad Thai. First of all it was served with a lemon instead of a lime and the eggs were all in one big clump. It was as if I ordered scrambled egg with noodles. I wasn't impressed.  I might go back and try something else . . . if I didn't have any other options.",2,okay part food seem edibl howev would recommend get asian dish go mexican food place get burger go get pad thai first wa serv lemon instead lime egg one big clump wa order scrambl egg noodl wa impress might go back tri someth el ani option
"Bad, bad, bad... No breadsticks, no silverware, no clean tables. I think this place is gonna be closing it's doors very soon.",1,bad bad bad breadstick silverwar clean tabl think thi place gon na close door veri soon
"Tried to eat here on Saturday night.  I say ""tried"" because we never ended up seeing our server.  We were seated promptly in a section with only two tables full.  The thing is, our server never came.  Never.  No ""hello"", no ""I'll be with you in a moment"", nothing.  Very strange, since the place was NOT busy.  A confused busboy walked by, and another waiter walked by, but nobody every came to our table.  WTF!?  We left after 10 minutes.  So, definitely give McGrath's a try if you want to be ignored.",1,tri eat saturday night say tri becaus never end see server seat promptli section onli two tabl full thing server never came never hello moment noth veri strang sinc place wa busi confus busboy walk anoth waiter walk nobodi everi came tabl wtf left minut definit give mcgrath tri want ignor
"Honestly, I don't know why there's two different pages for the same restaurant, but regardless this restaurant is CLOSED!

I would've given the restaurant three stars for inconsistent service, but hurry up and mark this closed so you don't give false hope of close seafood.",1,honestli know whi two differ page restaur regardless thi restaur close would given restaur three star inconsist servic hurri mark thi close give fals hope close seafood
